Total Population,Median Gross Rent,Median Household Income,Poverty_Rate,Vacancy_Rate,Renter_Household_Rate,Cost_Burdened_Rate,Unemployment_Rate,"Total Year-Round Beds (ES, TH, SH)",Average Temperature,Overall Homeless,Overall Homeless Individuals,Overall Homeless People in Families,Unsheltered Homeless,Sheltered Total Homeless,Overall_Homeless_Per_Capita,Overall_Homeless_Individuals_Per_Capita,Overall_Homeless_People_in_Families_Per_Capita,Unsheltered_Homeless_Per_Capita,Sheltered_Homeless_Per_Capita
428992,75229,5112103,10.04564188,6.45775378,25.21395735,45.39143386,8.875298846,,29,278,125,153,30,248,0.000648031,0.000291381,0.00035665,6.99E-05,0.000578099
426203,75026,5064419,10.31222211,6.553164333,25.42956793,46.6682652,8.366121531,347,19.6,302,163,139,30,272,0.000708583,0.000382447,0.000326136,7.04E-05,0.000638194
424173,75337,4970768,10.70836663,7.310296427,26.24108633,47.40788042,7.337411148,355,22.5,345,158,187,44,301,0.000813347,0.00037249,0.000440858,0.000103731,0.000709616
417393,75622,4924581,10.5028115,7.268942694,26.31323417,47.75232436,6.24668128,374,25.4,365,164,201,71,294,0.000874476,0.000392915,0.000481561,0.000170103,0.000704372
424865,81392,5224285,10.29244584,7.336948822,26.17419702,47.72541415,5.381508617,400,31.8,288,134,154,45,243,0.000677862,0.000315394,0.000362468,0.000105916,0.000571946
430234,83129,5385809,9.977128725,6.721901856,25.86463,47.62724081,5.033033139,388,23.1,324,167,157,33,291,0.000753079,0.000388161,0.000364918,7.67E-05,0.000676376
434490,86454,5686434,9.512992244,6.440450137,25.58196142,45.98978881,4.372297583,379,25.8,321,177,144,32,289,0.000738797,0.000407374,0.000331423,7.36E-05,0.000665148
384099,94792,6202313,9.106506395,5.83653677,26.58226159,45.05646173,4.986381113,370,32.2,370,200,170,58,312,0.000963293,0.000520699,0.000442594,0.000151003,0.000812291
391169,99755,6547093,9.275274881,5.635378927,26.83530869,45.5699602,4.840340362,319,29.4,237,101,136,18,219,0.000605876,0.0002582,0.000347676,4.60E-05,0.00055986
372132,98105,6702224,8.975041114,5.367512051,26.50385992,45.2377257,4.705989903,334,22.5,358,174,184,97,261,0.000962024,0.000467576,0.000494448,0.00026066,0.000701364
372132,98105,6702224,8.975041114,5.367512051,26.50385992,45.2377257,4.705989903,340,35.9,332,225,107,69,263,0.000892157,0.000604624,0.000287532,0.000185418,0.000706738
1169668,268062,17706982,12.29485632,11.6525081,33.80661749,44.87944715,7.29164302,,31.3,1380,901,479,248,1132,0.001179822,0.000770304,0.000409518,0.000212026,0.000967796
1169668,268062,17706982,12.29485632,11.6525081,33.80661749,44.87944715,7.29164302,,29.2,1308,837,471,220,1088,0.001118266,0.000715588,0.000402678,0.000188088,0.000930178
1169668,268062,17706982,12.29485632,11.6525081,33.80661749,44.87944715,7.29164302,,20.5,1418,907,511,282,1136,0.00121231,0.000775434,0.000436876,0.000241094,0.000971216
1169668,268062,17706982,12.29485632,11.6525081,33.80661749,44.87944715,7.29164302,,25.7,1265,722,543,119,1146,0.001081503,0.000617269,0.000464234,0.000101738,0.000979765
1165738,276016,18162132,12.41248033,11.57950079,34.3712214,44.7959782,7.291963285,,22.5,1423,871,552,57,1366,0.001220686,0.000747166,0.00047352,4.89E-05,0.00117179
1161682,280013,18297859,12.72052076,11.31460302,35.08622172,44.07409307,7.573274458,,30,1376,816,560,56,1320,0.001184489,0.00070243,0.00048206,4.82E-05,0.001136283
1158524,290791,18516088,13.00361494,10.99717788,35.58158005,43.94586814,8.045696163,,29,1492,827,665,91,1401,0.001287846,0.000713839,0.000574006,7.85E-05,0.001209297
1163801,295731,18844541,13.06829948,10.78313787,35.86157386,44.06175311,7.685208221,1541,19.6,1573,995,578,108,1465,0.001351606,0.000854957,0.000496648,9.28E-05,0.001258806
1176174,308551,19578163,13.07901722,10.44462418,36.13018999,43.7005227,7.098644718,1456,22.5,1424,919,505,38,1386,0.001210705,0.000781347,0.000429358,3.23E-05,0.001178397
1185703,315609,20351103,12.63646967,10.16982002,36.12489528,42.97543784,6.406115199,1253,25.4,1156,755,401,48,1108,0.000974949,0.000636753,0.000338196,4.05E-05,0.000934467
1190366,333105,21242949,12.28554915,10.19048784,35.67202759,42.97902557,5.924819285,1092,31.8,1145,756,389,53,1092,0.000961889,0.000635099,0.00032679,4.45E-05,0.000917365
1167934,337006,21814156,12.1269695,10.36550201,36.00967595,42.56771258,5.309500553,701,23.1,783,509,274,56,727,0.000670415,0.000435812,0.000234602,4.79E-05,0.000622467
1162522,347876,22703458,11.54601805,10.00237631,36.37110032,41.61111523,4.846067401,663,25.8,774,536,238,48,726,0.000665794,0.000461067,0.000204727,4.13E-05,0.000624504
1131889,338292,22495994,11.42081953,9.565234232,36.69155367,41.39694802,4.962273548,690,32.2,887,619,268,163,724,0.000783646,0.000546873,0.000236772,0.000144007,0.000639639
1157472,362227,24024112,11.29435528,9.489577365,36.12046517,41.64069493,5.238471523,730,29.4,692,493,199,65,627,0.000597855,0.000425928,0.000171926,5.62E-05,0.000541698
1148372,393110,26179551,11.27753028,9.826737839,36.4256895,41.87649428,5.077140377,812,22.5,880,616,264,105,775,0.000766302,0.000536412,0.000229891,9.14E-05,0.000674868
1148372,393110,26179551,11.27753028,9.826737839,36.4256895,41.87649428,5.077140377,985,35.9,1026,786,240,155,871,0.000893439,0.000684447,0.000208992,0.000134974,0.000758465
1727771,271367,20304387,12.39220938,14.05402071,24.3254183,40.80059951,7.641275113,,31.3,911,459,452,67,844,0.000527269,0.00026566,0.000261609,3.88E-05,0.000488491
1727771,271367,20304387,12.39220938,14.05402071,24.3254183,40.80059951,7.641275113,,29.2,862,434,428,67,795,0.000498909,0.000251191,0.000247718,3.88E-05,0.00046013
1727771,271367,20304387,12.39220938,14.05402071,24.3254183,40.80059951,7.641275113,,20.5,831,427,404,20,811,0.000480967,0.000247139,0.000233827,1.16E-05,0.000469391
1727771,271367,20304387,12.39220938,14.05402071,24.3254183,40.80059951,7.641275113,,25.7,910,443,467,20,890,0.00052669,0.0002564,0.00027029,1.16E-05,0.000515115
1721815,279755,20842599,12.55558814,14.15563538,24.52323136,41.22263309,7.647925289,,22.5,991,519,472,66,925,0.000575555,0.000301426,0.000274129,3.83E-05,0.000537224
1718844,289365,21307730,12.63762156,14.13781528,24.8765708,41.08460396,7.862710848,,30,1097,566,531,66,1031,0.00063822,0.000329291,0.000308929,3.84E-05,0.000599822
1705900,292848,21297053,12.82941556,14.28741371,25.08695992,40.9189401,8.112244282,,29,1170,654,516,110,1060,0.000685855,0.000383375,0.00030248,6.45E-05,0.000621373
1708487,299886,21798990,12.79886824,14.62264267,25.13030857,40.33769921,7.488457006,813,19.6,1101,600,501,56,1045,0.00064443,0.000351188,0.000293242,3.28E-05,0.000611652
1724569,310905,22589039,12.60946938,14.77070142,25.06027443,40.25102977,6.799817538,1335,22.5,1002,567,435,65,937,0.000581015,0.000328778,0.000252237,3.77E-05,0.000543324
1715223,316996,23076400,12.45284141,15.07919945,24.92548467,39.31987615,6.340335744,1253,25.4,986,571,415,69,917,0.000574852,0.000332901,0.000241951,4.02E-05,0.000534624
1693227,322375,23662608,12.33933784,15.60865738,25.02481922,38.93600262,5.965324964,1187,31.8,837,531,306,63,774,0.000494322,0.000313602,0.00018072,3.72E-05,0.000457115
1683383,332213,24516157,12.00808135,15.70026242,25.04126891,38.80916118,5.444181908,1048,23.1,748,471,277,38,710,0.000444343,0.000279794,0.00016455,2.26E-05,0.00042177
1671276,342710,25420562,11.80020535,15.66961601,25.11355303,38.81618798,5.198790721,1056,25.8,727,464,263,34,693,0.000434997,0.000277632,0.000157365,2.03E-05,0.000414653
1597129,351289,26444870,11.57395552,15.38894215,25.41862839,37.88808685,5.763918135,1054,32.2,754,494,260,61,693,0.000472097,0.000309305,0.000162792,3.82E-05,0.000433904
1572426,360515,27244546,11.59348675,14.94850772,25.1374703,38.02278335,5.846796698,915,29.4,603,328,249,26,577,0.000383484,0.000208595,0.000158354,1.65E-05,0.000366949
1564084,386958,29355957,11.42419461,14.17627345,24.85981767,37.83315236,5.71883869,1009,22.5,735,435,300,0,735,0.000469924,0.000278118,0.000191806,0,0.000469924
1564084,386958,29355957,11.42419461,14.17627345,24.85981767,37.83315236,5.71883869,1073,35.9,730,484,246,49,681,0.000466727,0.000309446,0.000157281,3.13E-05,0.000435399
166794,31554,2221537,11.17126515,10.42800335,25.23949997,39.10779379,6.420407725,,31.3,213,189,24,82,131,0.001277024,0.001133134,0.00014389,0.000491624,0.0007854
166794,31554,2221537,11.17126515,10.42800335,25.23949997,39.10779379,6.420407725,,29.2,213,189,24,82,131,0.001277024,0.001133134,0.00014389,0.000491624,0.0007854
166794,31554,2221537,11.17126515,10.42800335,25.23949997,39.10779379,6.420407725,,20.5,220,133,87,18,202,0.001318992,0.000797391,0.000521601,0.000107918,0.001211075
166794,31554,2221537,11.17126515,10.42800335,25.23949997,39.10779379,6.420407725,,25.7,134,70,64,12,122,0.000803386,0.000419679,0.000383707,7.19E-05,0.000731441
168260,32555,2330946,11.5672174,10.38817964,25.9473532,41.1148272,6.420187516,,22.5,119,65,54,7,112,0.000707239,0.000386307,0.000320932,4.16E-05,0.000665637
167750,33198,2350604,12.30879285,9.772632998,26.66762445,42.22066588,7.224920052,,30,110,65,45,5,105,0.000655738,0.000387481,0.000268256,2.98E-05,0.000625931
167464,33271,2403467,12.08438829,9.508728665,27.03567177,41.90673245,7.680538919,,29,90,49,41,3,87,0.000537429,0.0002926,0.000244829,1.79E-05,0.000519515
164190,32999,2369865,12.21694378,10.46690611,28.05231063,40.84647216,7.220277815,127,19.6,95,44,51,2,93,0.000578598,0.000267982,0.000310616,1.22E-05,0.000566417
166743,33756,2442600,11.87276227,10.65226132,27.50116131,41.58880971,6.788763913,130,22.5,120,48,72,7,113,0.00071967,0.000287868,0.000431802,4.20E-05,0.00067769
166152,34532,2536660,10.79974963,10.87754811,27.23487275,39.46327382,6.137813945,144,25.4,131,58,73,6,125,0.000788435,0.000349078,0.000439357,3.61E-05,0.000752323
165129,34719,2627706,10.76310036,11.25288832,27.10533167,38.90282299,5.690203937,134,31.8,98,34,64,10,88,0.000593475,0.0002059,0.000387576,6.06E-05,0.000532917
160876,35062,2597099,11.03458564,10.99603981,27.62173792,38.2736329,5.124668953,139,23.1,117,67,50,6,111,0.000727268,0.00041647,0.000310798,3.73E-05,0.000689972
162889,36410,2788038,10.941807,10.59600956,27.32068566,38.90633176,4.929121393,152,25.8,123,52,71,6,117,0.000755115,0.000319236,0.00043588,3.68E-05,0.000718281
153102,38813,2861750,10.09914959,9.770393074,28.24642431,38.42502242,5.314484525,137,32.2,101,33,68,9,92,0.000659691,0.000215543,0.000444148,5.88E-05,0.000600907
155729,39899,2955226,10.83548986,9.567427259,28.1817772,38.95909988,5.812452883,177,29.4,138,45,93,2,136,0.000886155,0.000288964,0.000597191,1.28E-05,0.000873312
161521,46014,3379368,10.43641384,9.183380341,27.20018404,38.9417486,5.684303114,103,22.5,103,30,73,6,97,0.000637688,0.000185734,0.000451954,3.71E-05,0.000600541
161521,46014,3379368,10.43641384,9.183380341,27.20018404,38.9417486,5.684303114,85,35.9,70,19,51,1,69,0.00043338,0.000117632,0.000315748,6.19E-06,0.000427189
277058,45364,3047147,14.97628655,8.776084685,30.81236892,46.60429972,8.343891272,,31.3,393,221,172,76,317,0.001418476,0.000797667,0.000620809,0.000274311,0.001144165
277058,45364,3047147,14.97628655,8.776084685,30.81236892,46.60429972,8.343891272,,29.2,379,201,178,41,338,0.001367945,0.00072548,0.000642465,0.000147983,0.001219961
277058,45364,3047147,14.97628655,8.776084685,30.81236892,46.60429972,8.343891272,,20.5,389,176,213,39,350,0.001404038,0.000635246,0.000768792,0.000140765,0.001263273
277058,45364,3047147,14.97628655,8.776084685,30.81236892,46.60429972,8.343891272,,25.7,296,215,81,17,279,0.001068368,0.000776011,0.000292358,6.14E-05,0.001007009
277680,46967,3127407,15.18186402,8.964357767,31.27539337,45.78387954,8.343891272,,22.5,405,229,176,33,372,0.001458513,0.00082469,0.000633823,0.000118842,0.001339672
278050,47582,3190666,15.47635317,8.522851245,32.09548098,46.79300292,9.121734732,,30,439,191,248,46,393,0.001578853,0.000686927,0.000891926,0.000165438,0.001413415
278342,48095,3174077,16.31374352,7.971470527,32.54707089,48.29672792,9.251527459,,29,435,258,177,52,383,0.001562826,0.000926917,0.000635908,0.000186821,0.001376005
277916,49578,3239269,16.0994689,8.205445752,33.49042844,47.51081957,8.546812671,439,19.6,408,250,158,47,361,0.001468069,0.000899552,0.000568517,0.000169116,0.001298954
272960,49199,3173750,16.24413834,8.319768033,34.66500208,46.71201814,8.020752232,432,22.5,410,289,121,16,394,0.001502052,0.001058763,0.000443288,5.86E-05,0.001443435
276747,50746,3330514,16.06232407,8.241542913,34.14330501,45.64980172,7.074451877,425,25.4,377,257,120,10,367,0.001362255,0.000928646,0.000433609,3.61E-05,0.001326121
269984,52434,3328715,16.31022579,8.850692014,33.73553061,45.13563181,6.570499521,401,31.8,369,264,105,8,361,0.001366748,0.000977836,0.000388912,2.96E-05,0.001337116
268030,52835,3445114,15.90195127,9.323196861,34.04391625,44.40505086,5.937965864,392,23.1,336,231,105,4,332,0.001253591,0.000861844,0.000391747,1.49E-05,0.001238667
271368,54563,3589238,15.40085788,9.100272745,33.9364547,43.54515586,5.423662953,414,25.8,356,255,101,6,350,0.001311872,0.000939683,0.000372188,2.21E-05,0.001289762
257118,53930,3492100,14.97094719,9.464166795,33.91895588,45.19294929,5.492615501,406,32.2,348,253,95,6,342,0.001353464,0.000983984,0.00036948,2.33E-05,0.001330129
257291,56149,3702887,15.19174787,9.435431538,33.37345944,45.15916638,5.839634767,365,29.4,254,180,74,0,254,0.000987209,0.000699597,0.000287612,0,0.000987209
246344,56689,3687979,15.33100055,9.091803777,33.30019979,47.71840643,5.560161159,363,22.5,298,228,70,23,275,0.001209691,0.000925535,0.000284155,9.34E-05,0.001116325
246344,56689,3687979,15.33100055,9.091803777,33.30019979,47.71840643,5.560161159,369,35.9,371,274,97,40,331,0.001506024,0.001112266,0.000393758,0.000162375,0.00134365
1661347,206531,9504909,40.37061493,15.1701138,29.14895951,35.28279419,16.06934821,,,2004,1909,95,1438,566,0.00120625,0.001149068,5.72E-05,0.000865563,0.000340687
1661347,206531,9504909,40.37061493,15.1701138,29.14895951,35.28279419,16.06934821,,,707,663,44,699,8,0.000425558,0.000399074,2.65E-05,0.000420743,4.82E-06
1661347,206531,9504909,40.37061493,15.1701138,29.14895951,35.28279419,16.06934821,,,1775,1597,178,907,868,0.00106841,0.000961268,0.000107142,0.000545943,0.000522468
1661347,206531,9504909,40.37061493,15.1701138,29.14895951,35.28279419,16.06934821,,,1775,1597,178,907,868,0.00106841,0.000961268,0.000107142,0.000545943,0.000522468
1656701,215734,9623203,40.85848925,16.40267648,29.98160616,35.08085472,16.05265461,,,1362,1098,264,880,482,0.000822116,0.000662763,0.000159353,0.000531176,0.00029094
1638063,218023,9680681,40.80923627,16.92521797,30.80795916,35.24383935,16.49885605,,,1685,1348,337,880,805,0.001028654,0.000822923,0.000205731,0.00053722,0.000491434
1611239,219515,9690360,40.7698051,17.53901609,31.45045096,34.83799024,16.98997021,,,2094,1789,305,1167,927,0.001299621,0.001110326,0.000189295,0.000724287,0.000575334
1591098,222356,9709129,40.79264759,18.17836389,31.85684573,34.56087622,16.6057582,1202,,2085,1746,339,1167,918,0.001310416,0.001097355,0.00021306,0.000733456,0.00057696
1510875,213084,9170813,41.46041201,19.04186989,32.6689683,35.2420854,17.07566849,1270,,2422,2112,310,1554,868,0.001603045,0.001397865,0.000205179,0.001028543,0.000574502
1495016,216298,9391531,40.84645248,19.29989363,32.99439895,34.25705026,16.73721684,1201,,2343,2046,297,1554,789,0.001567207,0.001368547,0.00019866,0.001039454,0.000527754
1469498,218234,9573984,40.10771025,20.2548578,32.7999955,33.67808145,16.64227381,1031,,1883,1678,205,1201,682,0.00128139,0.001141887,0.000139503,0.000817286,0.000464104
1405930,220834,9437391,40.36417176,21.41395516,33.86752985,32.98635524,16.63624086,613,,1643,1527,116,1201,442,0.001168621,0.001086114,8.25E-05,0.000854239,0.000314383
1367907,220114,9669808,39.72908977,21.99817188,33.59693276,32.47597645,15.86492368,556,,1345,1202,143,908,437,0.000983254,0.000878715,0.000104539,0.000663788,0.000319466
1306774,227526,9709201,40.10402717,21.12906313,35.07199039,31.87018246,15.33101179,472,,1299,1157,142,908,391,0.000994051,0.000885386,0.000108665,0.000694841,0.00029921
1343669,241853,10313230,39.31102079,21.48637348,34.81915415,31.67958686,14.91450657,449,,314,216,98,0,314,0.000233689,0.000160754,7.29E-05,0,0.000233689
1372082,258968,11398433,39.10998031,20.37612278,34.71663304,32.55225632,13.90549129,498,,1026,904,122,693,333,0.000747769,0.000658853,8.89E-05,0.000505072,0.000242697
1372082,258968,11398433,39.10998031,20.37612278,34.71663304,32.55225632,13.90549129,520,,1077,957,120,735,342,0.000784939,0.00069748,8.75E-05,0.000535682,0.000249256
2044323,188964,7889172,48.0722469,18.00058623,26.35341671,30.31562473,18.38120476,,,2305,2005,300,1503,802,0.001127513,0.000980765,0.000146748,0.000735207,0.000392306
2044323,188964,7889172,48.0722469,18.00058623,26.35341671,30.31562473,18.38120476,,,2305,2005,300,1503,802,0.001127513,0.000980765,0.000146748,0.000735207,0.000392306
2044323,188964,7889172,48.0722469,18.00058623,26.35341671,30.31562473,18.38120476,,,2295,2133,162,1838,457,0.001122621,0.001043377,7.92E-05,0.000899075,0.000223546
2044323,188964,7889172,48.0722469,18.00058623,26.35341671,30.31562473,18.38120476,,,2374,2124,250,1838,536,0.001161265,0.001038975,0.00012229,0.000899075,0.000262189
2033155,197138,8150855,47.82596506,18.87549903,27.16760097,29.84378421,18.34969521,,,1538,1248,290,986,552,0.00075646,0.000613824,0.000142635,0.000484961,0.000271499
2022747,203976,8382527,47.45096643,19.95198061,27.81514626,29.304622,18.62038595,,,1527,1146,381,986,541,0.000754914,0.000566556,0.000188358,0.000487456,0.000267458
1985561,204518,8398009,47.11182381,20.03571947,28.12058553,28.93391859,19.20845061,,,2034,1681,353,1559,475,0.001024396,0.000846612,0.000177784,0.000785169,0.000239227
1966408,208134,8407703,47.44346036,21.15370326,28.9448165,29.01403126,19.52962257,760,,2047,1686,361,1559,488,0.001040984,0.000857401,0.000183583,0.000792816,0.000248168
1891009,202867,8078331,47.5772458,21.67600627,29.55107544,29.29800366,18.7847544,842,,2096,1817,279,1543,553,0.001108403,0.000960863,0.00014754,0.000815967,0.000292436
1855286,202099,8099904,47.5184958,22.25751017,29.93409441,28.7487946,18.28301519,799,,2075,1753,322,1543,532,0.001118426,0.000944868,0.000173558,0.000831678,0.000286748
1815591,203821,8122315,47.6806175,23.20623246,30.47637514,28.70448596,18.09896709,500,,1642,1463,179,1311,331,0.000904389,0.000805798,9.86E-05,0.000722079,0.00018231
1740084,202793,8159809,47.25777606,24.16440651,30.69398059,28.21656528,17.26782836,342,,1539,1394,145,1311,228,0.00088444,0.000801111,8.33E-05,0.000753412,0.000131028
1730318,205492,8249084,46.53560791,24.73876692,30.44747609,27.31415244,15.89628745,299,,1190,1139,51,992,198,0.000687735,0.000658261,2.95E-05,0.000573305,0.00011443
1641139,212454,8629796,45.85973522,23.74969138,30.80870684,27.16618405,15.05989085,259,,1152,1094,58,992,160,0.000701952,0.00066661,3.53E-05,0.000604458,9.75E-05
1629128,214185,8737400,45.44277675,23.82424218,30.90177891,27.31305345,14.45714066,210,,125,123,2,0,125,7.67E-05,7.55E-05,1.23E-06,0,7.67E-05
1604739,232968,9595658,44.85420994,23.50191575,30.83054514,27.92013111,13.21292166,248,,1189,1114,75,1035,154,0.00074093,0.000694194,4.67E-05,0.000644965,9.60E-05
1604739,232968,9595658,44.85420994,23.50191575,30.83054514,27.92013111,13.21292166,250,,1165,1105,60,1035,130,0.000725975,0.000688585,3.74E-05,0.000644965,8.10E-05
1030249,212606,13083445,11.81665791,10.86207165,37.93635636,47.48872853,8.966507351,,32.8,1372,643,729,49,1323,0.001331717,0.000624121,0.000707596,4.76E-05,0.001284156
1030249,212606,13083445,11.81665791,10.86207165,37.93635636,47.48872853,8.966507351,,31.7,1196,714,482,54,1142,0.001160884,0.000693036,0.000467848,5.24E-05,0.00110847
1030249,212606,13083445,11.81665791,10.86207165,37.93635636,47.48872853,8.966507351,,23.4,1607,1139,468,51,1556,0.001559817,0.001105558,0.000454259,4.95E-05,0.001510314
1030249,212606,13083445,11.81665791,10.86207165,37.93635636,47.48872853,8.966507351,,28.4,1282,704,578,76,1206,0.001244359,0.00068333,0.000561029,7.38E-05,0.001170591
1025525,216765,13193596,12.54684186,11.13376157,38.58388853,48.17665419,8.992860785,,25.2,1070,652,418,31,1039,0.001043368,0.000635772,0.000407596,3.02E-05,0.00101314
1036121,224263,13618972,12.83103035,11.1121859,39.08350729,48.17116387,9.570048848,,33.5,1277,788,489,28,1249,0.001232482,0.000760529,0.000471953,2.70E-05,0.001205458
1035839,227380,13633991,13.19954163,11.21078402,39.09274154,48.21149181,9.925591761,,30.4,1384,862,522,117,1267,0.001336115,0.000832176,0.000503939,0.000112952,0.001223163
1041877,230129,13667244,13.78406472,11.33917556,40.00128301,48.74170388,9.522973389,1225,26.1,1190,779,411,20,1170,0.001142169,0.000747689,0.00039448,1.92E-05,0.001122973
1029316,227856,13496263,13.90972257,11.1758641,40.51292526,47.96303583,8.620268709,1142,25.5,1111,706,405,36,1075,0.001079358,0.000685892,0.000393465,3.50E-05,0.001044383
1042938,234381,14250418,13.38507179,11.14217156,40.52935008,47.54136197,7.754623193,1122,31.3,1160,859,301,37,1123,0.001112243,0.000823635,0.000288608,3.55E-05,0.001076766
1030665,239449,14518664,13.0896072,11.57701644,40.46514632,46.64120684,6.895198506,1069,34.2,1180,802,378,69,1111,0.001144892,0.000778138,0.000366754,6.69E-05,0.001077945
1040845,251298,15384564,12.73494132,11.88770908,40.17317726,45.68554726,6.173416707,1003,27.6,1101,747,354,51,1050,0.001057794,0.000717686,0.000340108,4.90E-05,0.001008796
1036562,258444,16227723,12.06198954,12.17741795,39.70436303,44.5343775,5.463396293,952,29,1055,730,325,71,984,0.001017788,0.000704251,0.000313536,6.85E-05,0.000949292
1026849,267586,17322621,11.10640415,11.46976615,38.57296044,44.59200588,5.551461513,993,35.3,1104,723,381,108,996,0.001075134,0.000704096,0.000371038,0.000105176,0.000969958
1027920,272812,17608991,11.23005681,11.34339327,39.14792653,44.35829487,6.117913012,869,31.3,1267,793,474,181,1086,0.001232586,0.000771461,0.000461125,0.000176084,0.001056502
1019801,297572,19102344,10.95468626,10.5324387,38.16287762,45.14190404,5.938938904,852,27,1577,1071,506,248,1329,0.00154638,0.001050205,0.000496175,0.000243185,0.001303195
1019801,297572,19102344,10.95468626,10.5324387,38.16287762,45.14190404,5.938938904,1092,38.1,1810,1215,595,334,1476,0.001774856,0.001191409,0.000583447,0.000327515,0.001447341
854180,184753,10163149,14.16153504,17.5897298,32.74942833,44.80335006,9.466379241,,48.4,539,432,107,57,482,0.000631015,0.000505748,0.000125266,6.67E-05,0.000564284
854180,184753,10163149,14.16153504,17.5897298,32.74942833,44.80335006,9.466379241,,43.9,539,432,107,57,482,0.000631015,0.000505748,0.000125266,6.67E-05,0.000564284
854180,184753,10163149,14.16153504,17.5897298,32.74942833,44.80335006,9.466379241,,44.2,416,337,79,69,347,0.000487017,0.00039453,9.25E-05,8.08E-05,0.000406238
854180,184753,10163149,14.16153504,17.5897298,32.74942833,44.80335006,9.466379241,,40.7,416,337,79,69,347,0.000487017,0.00039453,9.25E-05,8.08E-05,0.000406238
870253,187031,10198158,14.70331042,17.76840911,32.38726254,46.60630991,9.422843354,,40.6,569,497,72,212,357,0.000653833,0.000571098,8.27E-05,0.000243607,0.000410226
901044,197588,10617909,15.06907543,18.3141361,32.49852724,48.6493968,10.31307016,,48.3,483,416,67,212,271,0.000536045,0.000461687,7.44E-05,0.000235283,0.000300762
921720,204068,10844323,15.48051469,18.20031226,33.26895082,49.00028258,10.45570959,,50.2,733,635,98,401,332,0.000795252,0.000688929,0.000106323,0.000435056,0.000360196
936840,205883,10633970,15.47980445,17.62664415,33.99825857,49.74554707,9.690150776,385,39.7,516,425,91,137,379,0.000550788,0.000453653,9.71E-05,0.000146236,0.000404551
957451,212966,11024554,15.22856,16.99942537,33.80039664,47.88115192,8.445434655,417,43.8,606,526,80,165,441,0.000632931,0.000549375,8.36E-05,0.000172333,0.000460598
984186,222096,11568959,14.38508575,16.58973028,33.80318862,47.10718781,7.221479588,375,43,550,519,31,263,287,0.000558837,0.000527339,3.15E-05,0.000267226,0.000291612
1004138,230244,11974816,13.85257803,16.12185298,33.39583196,46.96998331,6.201272984,377,51.4,425,393,32,204,221,0.000423249,0.00039138,3.19E-05,0.000203159,0.000220089
1012726,234257,12114078,13.36393062,15.21191924,32.70229869,46.4342795,5.411803314,350,40.6,451,357,94,114,337,0.000445333,0.000352514,9.28E-05,0.000112567,0.000332765
1012995,235222,12512032,12.81842457,14.66559605,32.35436734,44.90116656,4.683026422,336,46.7,403,351,52,128,275,0.00039783,0.000346497,5.13E-05,0.000126358,0.000271472
984918,270166,14527178,12.46388024,15.28316769,31.8833563,46.41397033,4.652083703,340,50.3,433,370,63,153,280,0.000439631,0.000375666,6.40E-05,0.000155343,0.000284288
970264,277262,14686844,12.5178302,15.21605,32.25636108,47.48124679,4.396475826,258,46,274,230,44,82,192,0.000282397,0.000237049,4.53E-05,8.45E-05,0.000197884
969680,299873,15778320,12.09357726,13.44512209,31.89252155,47.27200416,4.346015912,264,43.6,324,230,94,122,202,0.000334131,0.000237192,9.69E-05,0.000125815,0.000208316
969680,299873,15778320,12.09357726,13.44512209,31.89252155,47.27200416,4.346015912,254,50.4,404,316,88,215,189,0.000416632,0.000325881,9.08E-05,0.000221723,0.00019491
1358002,213165,13831882,15.58480768,13.46316653,29.33634079,42.84341297,10.32709776,,48.4,1606,1089,517,506,1100,0.00118262,0.000801913,0.000380706,0.000372606,0.000810014
1358002,213165,13831882,15.58480768,13.46316653,29.33634079,42.84341297,10.32709776,,43.9,1606,1127,479,506,1100,0.00118262,0.000829896,0.000352724,0.000372606,0.000810014
1358002,213165,13831882,15.58480768,13.46316653,29.33634079,42.84341297,10.32709776,,44.2,1164,753,411,156,1008,0.000857142,0.000554491,0.000302651,0.000114875,0.000742267
1358002,213165,13831882,15.58480768,13.46316653,29.33634079,42.84341297,10.32709776,,40.7,1164,753,411,156,1008,0.000857142,0.000554491,0.000302651,0.000114875,0.000742267
1380431,225039,14315213,16.28056745,13.81835953,29.54562525,43.7466237,10.31660587,,40.6,1401,924,477,185,1216,0.0010149,0.000669356,0.000345544,0.000134016,0.000880884
1382996,227940,14085572,17.12051228,13.96844537,30.2966253,44.52823168,11.07165424,,48.3,1324,786,538,185,1139,0.000957342,0.000568331,0.000389011,0.000133768,0.000823574
1407650,233773,14277590,17.68514901,13.71047827,30.45866281,45.04275015,11.26132346,,50.2,2308,1488,820,708,1600,0.001639612,0.001057081,0.000582531,0.000502966,0.001136646
1410349,235988,14250400,17.97767787,13.71226328,31.09414636,45.16569561,10.26717466,1459,39.7,1636,1060,576,390,1246,0.001159997,0.000751587,0.00040841,0.000276527,0.000883469
1408707,234577,14212256,17.71816283,13.29044603,31.39143066,44.18138137,9.108517277,1761,43.8,1961,1362,599,406,1555,0.001392057,0.000966844,0.000425213,0.000288208,0.001103849
1427294,239064,14744687,16.93204063,12.75825533,31.83228594,43.34760009,7.736170851,1655,43,1829,1187,642,260,1569,0.001281446,0.000831644,0.000449802,0.000182163,0.001099283
