COCNUM,year,weighted median income,weighted median rent,total population,tract count
CA-606,2016,56661.3080011465,1264.4527230448623,464021.0,109.0
CA-606,2017,59730.8534072542,1327.7695145284208,464641.0,109.0
CA-606,2018,62654.454303671395,1387.928227132391,462849.0,109.0
CA-606,2019,65502.32477198959,1437.2227636730206,460286.0,109.0
CA-606,2020,68834.41212157824,1536.954259294418,463504.0,112.0
CA-606,2021,74120.00429090085,1608.1219915079482,467967.0,112.0
CA-606,2022,82396.84624783167,1770.506288989689,464065.0,112.0
CA-606,2023,86561.77273813558,1918.2849436434897,460284.0,112.0
CA-607,2007,67559.24784303748,1155.7706249017863,133637.0,33.0
CA-607,2008,67559.24784303748,1155.7706249017863,133637.0,33.0
CA-607,2009,67559.24784303748,1155.7706249017863,133637.0,33.0
CA-607,2010,67559.24784303748,1155.7706249017863,133637.0,33.0
CA-607,2011,70692.09890282014,1246.8185140709027,134071.0,33.0
CA-607,2012,71088.86914956143,1258.8387507160767,134413.0,33.0
CA-607,2013,71294.80679239146,1238.6888718035914,135269.0,33.0
CA-607,2014,73281.85558380857,1279.1131974248926,136072.0,33.0
CA-607,2015,76072.95921423666,1397.421861987347,136886.0,33.0
CA-607,2016,76098.88745168546,1466.9800190710505,137381.0,33.0
CA-607,2017,78844.30165044618,1523.6647919253762,138508.0,33.0
CA-607,2018,80412.94613885682,1638.6698253464203,138560.0,33.0
CA-607,2019,86773.23805093364,1691.221282212173,138651.0,33.0
CA-607,2020,88723.03356257435,1747.5747661248884,142063.0,34.0
CA-607,2021,89684.84786205507,1910.6733087790983,139012.0,34.0
CA-607,2022,98866.16890424983,2112.854279967761,137723.0,34.0
CA-607,2023,104674.65098574194,2274.025699700757,136344.0,34.0
CA-608,2007,61970.540597516716,1097.1546350162885,2109464.0,453.0
CA-608,2008,61970.540597516716,1097.1546350162885,2109464.0,453.0
CA-608,2009,61970.540597516716,1097.1546350162885,2109464.0,453.0
CA-608,2010,61970.540597516716,1097.1546350162885,2109464.0,453.0
CA-608,2011,62679.157219733774,1054.750600043437,2154844.0,453.0
CA-608,2012,61612.74737549145,1093.4933528866175,2192982.0,453.0
CA-608,2013,61333.89639842982,1104.0700475829785,2228528.0,453.0
CA-608,2014,61203.84060295585,1124.2718687511,2266899.0,453.0
CA-608,2015,61464.77775287724,1397.7530695830171,2298032.0,453.0
CA-608,2016,62888.346327195926,1421.5452564060636,2323892.0,453.0
CA-608,2017,65948.31044347308,1462.6781026088302,2355002.0,453.0
CA-608,2018,69349.89678242561,1517.3736987503808,2383286.0,453.0
CA-608,2019,72794.04088761938,1583.6275597267856,2411439.0,453.0
CA-608,2020,77184.19321832556,1624.4898657185142,2437864.0,518.0
CA-608,2021,82400.03177645578,1725.353541709296,2409331.0,518.0
CA-608,2022,91254.81139475123,1865.5610361364354,2429487.0,518.0
CA-608,2023,96145.12945746149,1924.1178443770768,2449909.0,518.0
CA-609,2007,60015.07996012541,1055.0002089476468,2005287.0,369.0
CA-609,2008,60015.07996012541,1055.0002089476468,2005287.0,369.0
CA-609,2009,60015.07996012541,1055.0002089476468,2005287.0,369.0
CA-609,2010,60015.07996012541,1055.0002089476468,2005287.0,369.0
CA-609,2011,59994.024521461346,1080.0715272712177,2023452.0,369.0
CA-609,2012,58603.48160854157,1094.1489577071172,2041029.0,369.0
CA-609,2013,58009.25539703877,1089.9219826779424,2056915.0,369.0
CA-609,2014,58068.02531288097,1105.3956550270232,2078586.0,369.0
CA-609,2015,57527.84447879456,1278.619865006595,2094769.0,369.0
CA-609,2016,58646.333543925866,1303.0394668765314,2106754.0,369.0
CA-609,2017,61537.29174154496,1343.8947718765617,2121220.0,369.0
CA-609,2018,64379.5051303893,1389.0939274978657,2135413.0,369.0
CA-609,2019,67536.0105466138,1435.0375732132295,2149031.0,369.0
CA-609,2020,70134.36973140744,1453.5641007855606,2162532.0,466.0
CA-609,2021,75030.52756174257,1502.0806588084868,2171071.0,466.0
CA-609,2022,82455.54738890828,1667.1413231353554,2180563.0,466.0
CA-609,2023,87748.09914407793,1762.966522321804,2187816.0,466.0
CA-611,2007,78709.49852919365,1190.1385759133832,809080.0,173.0
CA-611,2008,78709.49852919365,1190.1385759133832,809080.0,173.0
CA-611,2009,78709.49852919365,1190.1385759133832,809080.0,173.0
CA-611,2010,78709.49852919365,1190.1385759133832,809080.0,173.0
CA-611,2011,80524.774044585,1123.4133914397269,815745.0,173.0
CA-611,2012,80041.47436904012,1094.265360466897,822794.0,173.0
CA-611,2013,80274.82586484957,1114.840616054918,829017.0,173.0
CA-611,2014,80982.92447624404,1101.6588269780686,835790.0,173.0
CA-611,2015,81326.00806105374,1649.4044405964084,840833.0,173.0
CA-611,2016,82690.25206912502,1715.3199463889646,843110.0,173.0
CA-611,2017,85788.48795990724,1771.571309949825,847834.0,173.0
CA-611,2018,88097.55999679287,1819.8167152451563,848112.0,173.0
CA-611,2019,91948.56836425053,1884.6838325289787,847263.0,173.0
CA-611,2020,93483.63715188878,1897.1320980748558,845599.0,189.0
CA-611,2021,98761.31850861575,1981.53682734796,845255.0,189.0
CA-611,2022,107966.58231800373,2071.127539016804,842009.0,189.0
CA-611,2023,113062.53246192406,2149.512348808662,838259.0,189.0
CA-612,2007,62075.155126668724,1265.507459874718,191089.0,40.0
CA-612,2008,62075.155126668724,1265.507459874718,191089.0,40.0
CA-612,2009,62075.155126668724,1265.507459874718,191089.0,40.0
CA-612,2010,62075.155126668724,1265.507459874718,191089.0,40.0
CA-612,2011,62435.31362010927,1316.9708207930032,190718.0,40.0
CA-612,2012,61173.972814203364,1252.3625330864274,191166.0,40.0
CA-612,2013,60034.51436283813,1287.0897451145665,193381.0,40.0
CA-612,2014,60157.47288872965,1219.4824700583479,195380.0,40.0
CA-612,2015,60817.33558055477,1440.3675476180806,196984.0,40.0
CA-612,2016,63534.432340382526,1502.8370095252533,197895.0,40.0
CA-612,2017,65567.76529161452,1590.7747784730914,199750.0,40.0
CA-612,2018,68315.44113948056,1646.5832751082985,200372.0,40.0
CA-612,2019,71661.74721822685,1732.5458867713453,200232.0,40.0
CA-612,2020,74363.98099389537,1875.031942695767,199357.0,42.0
CA-612,2021,78429.94752483309,1968.7485802393746,196512.0,42.0
CA-612,2022,85675.56371843383,2082.5792341860656,194512.0,42.0
CA-612,2023,90302.38031414157,2129.2077339158477,192270.0,42.0
CA-613,2007,41780.140504129675,736.6806405160307,168052.0,31.0
CA-613,2008,41780.140504129675,736.6806405160307,168052.0,31.0
CA-613,2009,41780.140504129675,736.6806405160307,168052.0,31.0
CA-613,2010,41780.140504129675,736.6806405160307,168052.0,31.0
CA-613,2011,42230.276463001115,752.0535650712314,171343.0,31.0
CA-613,2012,43561.478906200464,788.7130390173327,173487.0,31.0
CA-613,2013,43382.352338171586,789.4035764636046,175201.0,31.0
CA-613,2014,44339.200987425575,817.1501417870821,177026.0,31.0
CA-613,2015,43433.90788750098,832.4279653883708,178206.0,31.0
CA-613,2016,44672.58446257697,861.0902537372698,178807.0,31.0
CA-613,2017,47589.90912829176,869.8520257617098,179957.0,31.0
CA-613,2018,48627.36020109202,882.9643205930661,180216.0,31.0
CA-613,2019,50986.905484751056,906.2826658402555,180701.0,31.0
CA-613,2020,52632.181963672614,939.2989755233137,180580.0,40.0
CA-613,2021,56378.815063509785,955.046931147286,180051.0,40.0
CA-613,2022,62110.41095791244,1051.7760805889363,179578.0,40.0
CA-613,2023,62336.93127889404,1093.7469593294632,179319.0,40.0
CA-614,2007,56923.0552811067,1119.6162614157452,259510.0,52.0
CA-614,2008,56923.0552811067,1119.6162614157452,259510.0,52.0
CA-614,2009,56923.0552811067,1119.6162614157452,259510.0,52.0
CA-614,2010,56923.0552811067,1119.6162614157452,259510.0,52.0
CA-614,2011,58438.049607956214,1181.4826473362793,261833.0,52.0
CA-614,2012,58892.97458271685,1183.354748381384,264269.0,52.0
CA-614,2013,58333.143935012355,1256.0197546814088,266266.0,52.0
CA-614,2014,59105.91045577407,1222.3301966632491,268225.0,52.0
CA-614,2015,60384.557299738495,1291.9178684637834,270359.0,52.0
CA-614,2016,63479.98325226234,1308.0707134859304,272395.0,52.0
CA-614,2017,66054.60534674527,1396.9259102223425,273587.0,52.0
CA-614,2018,69337.20319210891,1448.2930880104827,274740.0,52.0
CA-614,2019,71961.1953783877,1512.3779084753762,275445.0,52.0
CA-614,2020,75447.05216821069,1491.6146385470145,276011.0,68.0
CA-614,2021,81190.87203042122,1614.8694181326116,276386.0,68.0
CA-614,2022,89115.11684827007,1829.2238423917188,275417.0,68.0
CA-614,2023,91555.46365681596,1898.1892738632191,275141.0,68.0
CO-500,2007,53629.94410456501,837.2492443367032,1585693.0,446.0
CO-500,2008,53629.94410456501,837.2492443367032,1585693.0,446.0
CO-500,2009,53629.94410456501,837.2492443367032,1585693.0,446.0
CO-500,2010,53629.94410456501,837.2492443367032,1585693.0,446.0
CO-500,2011,54469.82655878372,866.5844891700832,1605691.0,446.0
CO-500,2012,54601.76018774284,902.4720447732396,1622219.0,446.0
CO-500,2013,54717.51926029139,923.7075107558423,1636320.0,446.0
CO-500,2014,54916.93493988319,938.2109534734998,1649705.0,446.0
CO-500,2015,55598.89411790855,951.303060138899,1664663.0,446.0
CO-500,2016,57221.16863156419,986.0359994963527,1683718.0,446.0
CO-500,2017,59860.7291097238,1013.4401631497653,1702730.0,446.0
CO-500,2018,62368.77541723665,1061.9888349520177,1729594.0,446.0
CO-500,2019,65275.289544483276,1088.6755206458697,1755896.0,446.0
CO-500,2020,61688.65276637397,986.8444217165107,1115612.0,345.0
CO-500,2021,65740.66334792672,1046.5926288504668,1116488.0,345.0
CO-500,2022,72017.84581147232,1142.0363553800628,1120907.0,345.0
CO-500,2023,75974.81099751337,1213.1462561032617,1125218.0,345.0
CO-503,2007,67113.18591937894,1018.8934928536269,2665408.0,666.0
CO-503,2008,67113.18591937894,1018.8934928536269,2665408.0,666.0
CO-503,2009,67113.18591937894,1018.8934928536269,2665408.0,666.0
CO-503,2010,67113.18591937894,1018.8934928536269,2665408.0,666.0
CO-503,2011,68782.70091047119,1048.506310072212,2710904.0,666.0
CO-503,2012,69509.16479762628,1065.0447166600984,2758189.0,666.0
CO-503,2013,69790.00436382515,1080.7456913680653,2808316.0,666.0
CO-503,2014,71175.07564321859,1112.839281018968,2859992.0,666.0
CO-503,2015,72342.32504328107,1219.8303464132266,2915824.0,666.0
CO-503,2016,75151.73246707277,1281.5620805086317,2966390.0,666.0
CO-503,2017,78307.43788147841,1371.8289868517272,3013932.0,666.0
CO-503,2018,82379.43760240501,1456.8236794318543,3066256.0,666.0
CO-503,2019,86463.64244820697,1529.5425501582047,3107368.0,666.0
CO-503,2020,89884.9098544189,1562.6711936382153,3185647.0,765.0
CO-503,2021,95831.7830831804,1671.4762857526941,3198710.0,765.0
CO-503,2022,104567.17486579601,1795.651514022244,3220098.0,765.0
CO-503,2023,109751.81245247021,1877.522005148744,3236129.0,765.0
CO-504,2007,61936.587105075436,947.9153399734662,599988.0,130.0
CO-504,2008,61936.587105075436,947.9153399734662,599988.0,130.0
CO-504,2009,61936.587105075436,947.9153399734662,599988.0,130.0
CO-504,2010,61936.587105075436,947.9153399734662,599988.0,130.0
CO-504,2011,62988.82981695419,999.2968708341989,611377.0,130.0
CO-504,2012,63190.240584699175,1037.1684430072446,622816.0,130.0
CO-504,2013,63223.29330588582,1056.5468055224983,634423.0,130.0
CO-504,2014,63941.009710286555,1087.0787446938007,645707.0,130.0
CO-504,2015,64094.69628441095,1119.7541479396175,655024.0,130.0
CO-504,2016,67054.06828770346,1159.0423349785244,665171.0,130.0
CO-504,2017,69588.07132208896,1220.0995426969323,674826.0,130.0
CO-504,2018,72261.76785104476,1242.047037504741,688153.0,130.0
CO-504,2019,75278.99605993928,1308.9367415669253,698974.0,130.0
CO-504,2020,77978.64293264311,1298.0507530622845,710499.0,167.0
CO-504,2021,82219.43520732329,1416.2410991011932,722736.0,167.0
CO-504,2022,91325.59276922677,1602.2943245659797,730323.0,167.0
CO-504,2023,96658.75246872316,1663.6786923511702,736008.0,167.0
CO-505,2020,78053.05460598246,1215.7066987735602,673168.0,170.0
CO-505,2021,84313.39270068092,1361.0503749040486,685242.0,170.0
CO-505,2022,91763.17454986833,1472.5452719375749,699462.0,170.0
CO-505,2023,95852.24347963819,1604.3657654197602,713419.0,170.0
CT-503,2007,91385.25992166497,1064.0462698074318,905342.0,210.0
CT-503,2008,91385.25992166497,1064.0462698074318,905342.0,210.0
CT-503,2009,91385.25992166497,1064.0462698074318,905342.0,210.0
CT-503,2010,91385.25992166497,1064.0462698074318,905342.0,210.0
CT-503,2011,92537.86216247657,1026.0700595700596,911196.0,210.0
CT-503,2012,93654.66416401492,982.026370890159,918892.0,210.0
CT-503,2013,93180.90130669065,1066.7495068735404,926233.0,210.0
CT-503,2014,93269.07809658376,1039.0558072820497,934215.0,210.0
CT-503,2015,93791.34788927034,1554.8637379612185,939983.0,210.0
CT-503,2016,94923.24698763192,1548.4467257422862,941618.0,210.0
CT-503,2017,95928.18897467403,1580.590976937238,947328.0,210.0
CT-503,2018,101304.26012232779,1652.9259658515716,944348.0,210.0
CT-503,2019,103706.41126317106,1663.8868576562145,943926.0,210.0
CT-503,2022,103286.48874809442,1604.4499364024996,958371.0,226.0
CT-503,2023,101967.533467348,1638.5217834655234,959099.0,226.0
CT-505,2007,68213.54014796468,977.619428175399,2640495.0,619.0
CT-505,2008,68213.54014796468,977.619428175399,2640495.0,619.0
CT-505,2009,68213.54014796468,977.619428175399,2640495.0,619.0
CT-505,2010,68213.54014796468,977.619428175399,2640495.0,619.0
CT-505,2011,69838.59974438755,1012.7985807200367,2646976.0,619.0
CT-505,2012,70419.62574185332,1041.9084893987572,2653321.0,619.0
CT-505,2013,70547.37413409259,1038.271710906595,2657328.0,619.0
CT-505,2014,70758.87977897825,1055.0104750552894,2657838.0,619.0
CT-505,2015,71251.69111489768,1085.4107240244848,2653239.0,619.0
CT-505,2016,72569.2867547277,1108.8129240726691,2646952.0,619.0
CT-505,2017,74663.54811967588,1124.1696016470544,2647150.0,619.0
CT-505,2018,76953.82718049292,1153.2573518593515,2637156.0,619.0
CT-505,2019,79239.12082710664,1189.093302999299,2631148.0,619.0
CT-505,2022,92262.83061019711,1311.6427202061407,2652946.0,653.0
CT-505,2023,96130.28533268365,1358.0674335767485,2639249.0,653.0
DC-500,2007,65543.89350273785,1059.2703251197809,584400.0,179.0
DC-500,2008,65543.89350273785,1059.2703251197809,584400.0,179.0
DC-500,2009,65543.89350273785,1059.2703251197809,584400.0,179.0
DC-500,2010,65543.89350273785,1059.2703251197809,584400.0,179.0
DC-500,2011,68609.35559091177,1104.1753567189432,593955.0,179.0
DC-500,2012,70881.4706739809,1125.7041595750125,605759.0,179.0
DC-500,2013,72492.35780816345,1119.456982971434,619371.0,179.0
DC-500,2014,76381.59946728607,1082.6706909501747,633736.0,179.0
DC-500,2015,77943.12637377912,1364.119967443211,647484.0,179.0
DC-500,2016,80419.91111350528,1398.3255600454622,659009.0,179.0
DC-500,2017,85018.20084891083,1473.5716792758974,672391.0,179.0
DC-500,2018,86768.63921589252,1520.0503449243095,684498.0,179.0
DC-500,2019,90873.94249028777,1539.2934156028082,692683.0,179.0
DC-500,2020,95420.93938237028,1531.4391088558837,701974.0,206.0
DC-500,2021,97044.17707720367,1592.0973353006789,683154.0,206.0
DC-500,2022,104501.18804718851,1682.1743069877584,670587.0,206.0
DC-500,2023,106741.18055615485,1766.0812597923757,672079.0,206.0
DE-500,2007,62209.11929039418,926.3874657032173,881278.0,216.0
DE-500,2008,62209.11929039418,926.3874657032173,881278.0,216.0
DE-500,2009,62209.11929039418,926.3874657032173,881278.0,216.0
DE-500,2010,62209.11929039418,926.3874657032173,881278.0,216.0
DE-500,2011,63680.18111344594,1008.2661866788796,890856.0,216.0
DE-500,2012,64055.549058970304,1034.24971476374,900131.0,216.0
DE-500,2013,63996.236926575715,1046.7159522965592,908446.0,216.0
DE-500,2014,63857.411386386935,1057.1031753647526,917060.0,216.0
DE-500,2015,63738.52300384045,1070.8395937628852,926454.0,216.0
DE-500,2016,64238.19624797394,1082.662165733207,934695.0,216.0
DE-500,2017,66401.81631755625,1115.24918091153,943732.0,216.0
DE-500,2018,68557.47488085771,1147.3986129468824,949495.0,216.0
DE-500,2019,71057.46607775624,1162.652988567226,957248.0,216.0
DE-500,2020,73175.83607993973,1093.8367444162786,967679.0,260.0
DE-500,2021,77569.87377532356,1161.5042407922663,981892.0,260.0
DE-500,2022,84557.4959366367,1204.0714960725015,993635.0,260.0
DE-500,2023,88445.74882589435,1276.1817129813733,1005872.0,260.0
FL-500,2007,52058.9302221154,992.4907666600942,694819.0,172.0
FL-500,2008,52058.9302221154,992.4907666600942,694819.0,172.0
FL-500,2009,52058.9302221154,992.4907666600942,694819.0,172.0
FL-500,2010,52058.9302221154,992.4907666600942,694819.0,172.0
FL-500,2011,52268.3013877376,1058.0784922109476,699700.0,172.0
FL-500,2012,52183.94560003856,1062.3173839132414,705313.0,172.0
FL-500,2013,51631.23852586583,1038.8676318902694,712581.0,172.0
FL-500,2014,52912.76267598619,1034.454593626865,722784.0,172.0
FL-500,2015,53922.123263206966,1079.1427421996366,735767.0,172.0
FL-500,2016,55315.849374918485,1114.2355108048473,751422.0,172.0
FL-500,2017,57588.37697834798,1186.306260826335,768381.0,172.0
FL-500,2018,60612.40629544388,1245.244065817045,785997.0,172.0
FL-500,2019,63982.7754274246,1317.4661077579074,803709.0,172.0
FL-500,2020,66694.05860910185,1307.6120691858575,821613.0,215.0
FL-500,2021,71866.52823238206,1344.2050317899436,824160.0,215.0
FL-500,2022,79339.2509470538,1515.0837623051864,844461.0,215.0
FL-500,2023,83398.08387098266,1655.067507407249,865031.0,215.0
FL-501,2007,54323.47636131561,972.974573333911,1200236.0,319.0
FL-501,2008,54323.47636131561,972.974573333911,1200236.0,319.0
FL-501,2009,54323.47636131561,972.974573333911,1200236.0,319.0
FL-501,2010,54323.47636131561,972.974573333911,1200236.0,319.0
FL-501,2011,54961.53981076508,1000.8874243335075,1219331.0,319.0
FL-501,2012,54262.521850989004,996.8549603711346,1238365.0,319.0
FL-501,2013,54494.35172066749,1009.4797223655372,1257913.0,319.0
FL-501,2014,55325.99861604729,1019.9222157622133,1279668.0,319.0
FL-501,2015,55402.7892882252,1064.3389127504827,1302884.0,319.0
FL-501,2016,57055.66280339728,1092.7399828730238,1323059.0,319.0
FL-501,2017,59425.26742245318,1127.2279668148683,1351087.0,319.0
FL-501,2018,62085.77983338688,1195.6796740550142,1378883.0,319.0
FL-501,2019,64625.088012329514,1237.5979738138394,1422278.0,319.0
FL-501,2020,66702.75233057591,1276.2844666856834,1451358.0,333.0
FL-501,2021,71763.0333982064,1363.2590865567356,1444359.0,333.0
FL-501,2022,78675.41528504113,1520.643266192733,1468560.0,333.0
FL-501,2023,83109.34896894137,1642.4387084344207,1489634.0,333.0
FL-502,2007,48679.42705630086,959.3433210311207,918263.0,244.0
FL-502,2008,48679.42705630086,959.3433210311207,918263.0,244.0
FL-502,2009,48679.42705630086,959.3433210311207,918263.0,244.0
FL-502,2010,48679.42705630086,959.3433210311207,918263.0,244.0
FL-502,2011,48877.464319605235,982.5775812985518,916806.0,244.0
FL-502,2012,48978.92874451296,992.9704585513888,917389.0,244.0
FL-502,2013,48713.85253827383,1012.0994179442727,920015.0,244.0
FL-502,2014,48653.24853572316,1021.2776147800612,925030.0,244.0
FL-502,2015,48970.32466931551,1027.925661073757,931477.0,244.0
FL-502,2016,50545.11402929919,1041.7414331146467,939548.0,244.0
FL-502,2017,52145.49562664106,1084.47101728498,949842.0,244.0
FL-502,2018,54663.61934907999,1143.7903452955761,957875.0,244.0
FL-502,2019,57771.76650467623,1181.0584616851843,964666.0,244.0
FL-502,2020,60447.09787998785,1201.9259154363867,970985.0,273.0
FL-502,2021,64717.4385279998,1256.3294964764732,957989.0,273.0
FL-502,2022,71485.00596717636,1407.1989347006725,959918.0,273.0
FL-502,2023,75369.95318172117,1552.0100784434162,960565.0,273.0
FL-503,2007,46244.00383314467,870.823729571813,590116.0,154.0
FL-503,2008,46244.00383314467,870.823729571813,590116.0,154.0
FL-503,2009,46244.00383314467,870.823729571813,590116.0,154.0
FL-503,2010,46244.00383314467,870.823729571813,590116.0,154.0
FL-503,2011,46082.654053638515,910.4690010963006,598376.0,154.0
FL-503,2012,45387.36467558332,927.629695548182,604562.0,154.0
FL-503,2013,45120.58630170655,920.1651512792994,610295.0,154.0
FL-503,2014,45067.869160876886,929.4837192199221,617323.0,154.0
FL-503,2015,45608.15219347797,934.8156798728529,626676.0,154.0
FL-503,2016,46253.25988292135,936.9515078619582,637691.0,154.0
FL-503,2017,48217.76758511995,965.7101736128146,652256.0,154.0
FL-503,2018,50740.23372181536,1019.3196041102426,668671.0,154.0
FL-503,2019,52691.52634439785,1067.9123048360725,686218.0,154.0
FL-503,2020,53221.573080547234,1080.0947962053745,705735.0,174.0
FL-503,2021,56899.89406686971,1129.526994396675,713148.0,174.0
FL-503,2022,63215.33636273496,1256.0808810845538,736229.0,174.0
FL-503,2023,66017.64907005746,1348.4173591025033,760961.0,174.0
FL-504,2007,46722.944135679754,971.2366495059101,586027.0,132.0
FL-504,2008,46722.944135679754,971.2366495059101,586027.0,132.0
FL-504,2009,46722.944135679754,971.2366495059101,586027.0,132.0
FL-504,2010,46722.944135679754,971.2366495059101,586027.0,132.0
FL-504,2011,46709.25737571838,1007.9560428922734,588824.0,132.0
FL-504,2012,45862.17450745368,1017.487404275375,589843.0,132.0
FL-504,2013,44926.734444987,1003.055345010822,591851.0,132.0
FL-504,2014,44479.74777726883,1020.3787493645145,596001.0,132.0
FL-504,2015,43982.65790753289,1009.3215521490414,602571.0,132.0
FL-504,2016,45245.33794903817,1029.8397716721809,611752.0,132.0
FL-504,2017,47167.389760341226,1056.9066792760539,621759.0,132.0
FL-504,2018,49721.56189654464,1110.203252456488,632814.0,132.0
FL-504,2019,52116.609751707576,1159.2719144987757,644482.0,132.0
FL-504,2020,55124.522347133796,1162.21141825021,657176.0,151.0
FL-504,2021,59754.92944649737,1228.7032954727729,660846.0,151.0
FL-504,2022,65985.54354474612,1378.622813418646,674226.0,151.0
FL-504,2023,69661.22388213685,1493.7911951385377,688188.0,151.0
FL-505,2007,54394.100147807105,943.3211321684321,235442.0,52.0
FL-505,2008,54394.100147807105,943.3211321684321,235442.0,52.0
FL-505,2009,54394.100147807105,943.3211321684321,235442.0,52.0
FL-505,2010,54394.100147807105,943.3211321684321,235442.0,52.0
FL-505,2011,53791.147882614845,963.1039605217494,236282.0,52.0
FL-505,2012,53640.41424257274,984.1111292612744,238749.0,52.0
FL-505,2013,53541.81680566898,990.348289487795,242442.0,52.0
FL-505,2014,54495.767727558195,1008.646133587245,246805.0,52.0
FL-505,2015,54376.44556339483,1008.5361467321352,251724.0,52.0
FL-505,2016,56234.03518105438,1028.6099539106037,257326.0,52.0
FL-505,2017,59366.12017330146,1055.0067075786828,261048.0,52.0
FL-505,2018,62609.93823965191,1094.8335040042011,266595.0,52.0
FL-505,2019,64693.68715264504,1132.9965705590025,272056.0,52.0
FL-505,2020,68662.0886781409,1153.5723375909854,278479.0,67.0
FL-505,2021,72404.02687434114,1206.0995415407908,282686.0,67.0
FL-505,2022,78249.6529332488,1387.447714965753,288639.0,67.0
FL-505,2023,82749.31741050635,1500.2785089434155,294127.0,67.0
FL-506,2007,47575.21087541025,847.41411420747,421391.0,99.0
FL-506,2008,47575.21087541025,847.41411420747,421391.0,99.0
FL-506,2009,47575.21087541025,847.41411420747,421391.0,99.0
FL-506,2010,47575.21087541025,847.41411420747,421391.0,99.0
FL-506,2011,48197.93934666933,869.7902716925281,425665.0,99.0
FL-506,2012,47820.002763208395,878.7017316571109,429935.0,99.0
FL-506,2013,48538.40197608987,878.2218521679399,432369.0,99.0
FL-506,2014,48520.422093938236,904.7916047360259,434626.0,99.0
FL-506,2015,48279.05631761336,895.7239070057589,436027.0,99.0
FL-506,2016,48835.70687523002,901.1563402206785,437469.0,99.0
FL-506,2017,51186.52253034905,925.4896457529574,438564.0,99.0
FL-506,2018,52948.20789111881,955.675121490832,440774.0,99.0
FL-506,2019,53716.49163622728,968.1951170476391,442683.0,99.0
FL-506,2020,55650.522688279256,934.394652096583,445296.0,123.0
FL-506,2021,59272.704705959404,945.8319500247302,442779.0,123.0
FL-506,2022,62993.19639646111,998.2311657174414,445451.0,123.0
FL-506,2023,65349.50083612227,1034.6743119573298,447901.0,123.0
FL-507,2007,55838.94889603813,1100.3251750183458,1791955.0,334.0
FL-507,2008,55838.94889603813,1100.3251750183458,1791955.0,334.0
FL-507,2009,55838.94889603813,1100.3251750183458,1791955.0,334.0
FL-507,2010,55838.94889603813,1100.3251750183458,1791955.0,334.0
FL-507,2011,55555.6778685585,1113.2730966482882,1818056.0,334.0
FL-507,2012,54451.335531718985,1117.7469196378124,1849539.0,334.0
FL-507,2013,53700.47101762237,1127.8753110993887,1882437.0,334.0
FL-507,2014,53457.36385102702,1124.7034818466823,1921825.0,334.0
FL-507,2015,53443.62570180277,1133.9014271154476,1967255.0,334.0
FL-507,2016,55006.01431283759,1162.2537313729722,2010922.0,334.0
FL-507,2017,57647.08153221572,1211.3775880975122,2064644.0,334.0
FL-507,2018,60585.33314782408,1277.8400093810626,2114899.0,334.0
FL-507,2019,64659.22985359458,1324.0485265842635,2163103.0,334.0
FL-507,2020,67102.25553899584,1344.1773907796446,2204145.0,415.0
FL-507,2021,70924.31085033987,1445.6230046836063,2257662.0,415.0
FL-507,2022,77675.14066929586,1600.1862991386142,2292469.0,415.0
FL-507,2023,82248.63121198316,1732.0083920173138,2322326.0,415.0
FL-508,2007,41386.22120253946,766.0332896914601,404810.0,91.0
FL-508,2008,41386.22120253946,766.0332896914601,404810.0,91.0
FL-508,2009,41386.22120253946,766.0332896914601,404810.0,91.0
FL-508,2010,41386.22120253946,766.0332896914601,404810.0,91.0
FL-508,2011,42478.258612723585,809.0931019567557,406898.0,91.0
FL-508,2012,42223.67964227419,822.2738749381161,408022.0,91.0
FL-508,2013,41933.44780753478,823.5046707020489,408718.0,91.0
FL-508,2014,42516.21520999641,827.6911896499938,409507.0,91.0
FL-508,2015,43328.50521961309,829.6227983939652,410950.0,91.0
FL-508,2016,43930.19601060735,843.5458932865342,412544.0,91.0
FL-508,2017,44888.49625341664,874.0075172063974,415979.0,91.0
FL-508,2018,47214.675619367896,905.3408883889181,420469.0,91.0
FL-508,2019,47923.29387465596,926.3171539795649,424368.0,91.0
FL-508,2020,49257.66621972036,928.7503894262609,428836.0,98.0
FL-508,2021,53259.23432945356,989.6587150803504,437397.0,98.0
FL-508,2022,58687.34283945065,1081.5419006660084,442487.0,98.0
FL-508,2023,62353.79352459677,1172.140107109913,446644.0,98.0
FL-509,2007,51070.62504166041,1032.48157236459,546082.0,108.0
FL-509,2008,51070.62504166041,1032.48157236459,546082.0,108.0
FL-509,2009,51070.62504166041,1032.48157236459,546082.0,108.0
FL-509,2010,51070.62504166041,1032.48157236459,546082.0,108.0
FL-509,2011,50806.70882199459,1035.183259932576,553809.0,108.0
FL-509,2012,48854.55868062195,1031.2638916934866,559597.0,108.0
FL-509,2013,48479.23227073084,1027.0729352365408,564871.0,108.0
FL-509,2014,48416.3515794411,1023.2603220663209,571373.0,108.0
FL-509,2015,48692.62595732262,1043.4670922776982,579089.0,108.0
FL-509,2016,49817.3725051892,1047.7080795349927,588722.0,108.0
FL-509,2017,52533.14422991845,1104.3079241062112,598995.0,108.0
FL-509,2018,54972.16186343152,1148.1230419416147,610873.0,108.0
FL-509,2019,57983.00570369383,1218.8152009624482,622579.0,108.0
FL-509,2020,61652.23674586065,1151.949969022045,632708.0,151.0
